time,x,y,difficulty
1414069213.82698,0.365133338267829,-0.006626667452185,turning_1
1414069213.82704,0.37407512597826,0.092972752388202,turning_1
1414069213.82707,0.38301691368869,0.192572172228588,turning_1
1414069213.82709,0.39195870139912,0.292171592068975,turning_1
1414069213.8271,0.395146745909539,0.327682095555051,turning_1
1414069213.82711,0.445115432155574,0.414302707391065,turning_1
1414069213.82712,0.495084118401609,0.500923319227078,turning_1
1414069213.82713,0.545052804647645,0.587543931063091,turning_1
1414069213.82714,0.59502149089368,0.674164542899104,turning_1
1414069213.82715,0.628123630868761,0.731547032476772,turning_1
1414069213.82717,0.638593092039851,0.704948427508313,turning_1
1414069213.82718,0.701005058270017,0.78308130452743,turning_1
1414069213.82719,0.763417024500184,0.861214181546548,turning_1
1414069213.8272,0.825828990730351,0.939347058565665,turning_1
1414069213.82721,0.888240956960517,1.01747993558478,turning_1
1414069213.82722,0.935066389857109,1.07610019722474,turning_1
1414069213.82723,1.02208468309348,1.12537307660305,turning_1
1414069213.82724,1.10910297632985,1.17464595598135,turning_1
1414069213.82725,1.19612126956622,1.22391883535966,turning_1
1414069213.82726,1.2450259313205,1.25161040928091,turning_1
1414069213.82727,1.33584084730939,1.29347508453261,turning_1
1414069213.82729,1.42665576329829,1.33533975978431,turning_1
1414069213.8273,1.51747067928718,1.37720443503601,turning_1
1414069213.82731,1.60828559527607,1.41906911028771,turning_1
1414069213.82732,1.63709988339634,1.43235217950193,turning_1
1414069213.82734,1.73704871929611,1.43555064824221,turning_1
1414069213.82735,1.83699755519587,1.43874911698249,turning_1
1414069213.82736,1.93694639109563,1.44194758572277,turning_1
1414069213.82737,1.99831089546812,1.44391131493713,turning_1
1414069213.82738,2.09821719511093,1.43958334870777,turning_1
1414069213.82739,2.19812349475373,1.43525538247841,turning_1
1414069213.8274,2.29802979439653,1.43092741624905,turning_1
1414069213.82741,2.39641540853378,1.42666532650133,turning_1
1414069213.82743,2.48708295447733,1.38448243764134,turning_1
1414069213.82744,2.57775050042088,1.34229954878135,turning_1
1414069213.82745,2.66841804636443,1.30011665992136,turning_1
1414069213.82746,2.75908559230798,1.25793377106137,turning_1
1414069213.82748,2.80170491948707,1.23810521694122,turning_1
1414069213.82749,2.88521494451837,1.18309543854435,turning_1
1414069213.8275,2.96872496954966,1.12808566014749,turning_1
1414069213.82751,3.05223499458096,1.07307588175063,turning_1
1414069213.82752,3.13574501961226,1.01806610335376,turning_1
1414069213.82753,3.21925504464356,0.963056324956901,turning_1
1414069213.82754,3.30276506967486,0.908046546560038,turning_1
1414069213.82755,3.33068978196749,0.889651961784879,turning_1
1414069213.82756,3.36785244509784,0.796813734372565,turning_1
1414069213.82758,3.40501510822818,0.703975506960252,turning_1
1414069213.82759,3.44217777135853,0.611137279547939,turning_1
1414069213.8276,3.47934043448888,0.518299052135626,turning_1
1414069213.82761,3.484548824755,0.505287667072,turning_1
1414069213.82762,3.50398490248284,0.407194655687104,turning_1
1414069213.82763,3.52342098021068,0.309101644302208,turning_1
1414069213.82764,3.54285705793852,0.211008632917311,turning_1
1414069213.82765,3.56229313566636,0.112915621532415,turning_1
1414069213.82767,3.57571193845207,0.045191526534348,turning_1
1414069213.82768,3.57692872289224,-0.054801070369753,turning_1
1414069213.8277,3.57814550733241,-0.154793667273855,turning_1
1414069213.82771,3.57936229177257,-0.254786264177957,turning_1
1414069213.82772,3.58009274190567,-0.314813006225411,turning_1
1414069213.82773,3.57441804175492,-0.414651865284392,turning_1
1414069213.82774,3.56874334160417,-0.514490724343373,turning_1
1414069213.82775,3.56306864145341,-0.614329583402354,turning_1
1414069213.82776,3.55739394130266,-0.714168442461334,turning_1
1414069213.82777,3.55584847638964,-0.741358857731346,turning_1
1414069213.82778,3.50926874482211,-0.829848001738374,turning_1
1414069213.82779,3.46268901325457,-0.918337145745402,turning_1
1414069213.8278,3.43053815999822,-0.97941524533954,turning_1
1414069213.82781,3.36926015811053,-1.05844059876901,turning_1
1414069213.82782,3.30798215622285,-1.13746595219848,turning_1
1414069213.82783,3.24670415433516,-1.21649130562795,turning_1
1414069213.82784,3.18542615244747,-1.29551665905742,turning_1
1414069213.82785,3.14509788543925,-1.34752480970444,turning_1
1414069213.82786,3.06041782266709,-1.4007158518911,turning_1
1414069213.82787,2.97573775989493,-1.45390689407777,turning_1
1414069213.82788,2.89105769712278,-1.50709793626443,turning_1
1414069213.82789,2.80637763435062,-1.5602889784511,turning_1
1414069213.8279,2.72169757157846,-1.61348002063776,turning_1
1414069213.82791,2.70651118968893,-1.62301921384694,turning_1
1414069213.82792,2.60779562141988,-1.63899533920069,turning_1
1414069213.82793,2.50908005315083,-1.65497146455444,turning_1
1414069213.82794,2.41036448488178,-1.67094758990819,turning_1
1414069213.82795,2.34948548117457,-1.6808002465022,turning_1
1414069213.82796,2.24966095134576,-1.67487882399931,turning_1
1414069213.82797,2.14983642151695,-1.66895740149642,turning_1
1414069213.82798,2.05001189168815,-1.66303597899353,turning_1
