time,x,y,difficulty
1413903776.382,0.348513021085886,0.039429227682752,turning_1
1413903776.38203,0.362852086404886,0.138395844305619,turning_1
1413903776.38203,0.377191151723887,0.237362460928485,turning_1
1413903776.38204,0.391530217042888,0.336329077551352,turning_1
1413903776.38204,0.393353587979428,0.348913778745146,turning_1
1413903776.38205,0.44709753962095,0.433244008567872,turning_1
1413903776.38205,0.500841491262471,0.517574238390599,turning_1
1413903776.38205,0.554585442903992,0.601904468213325,turning_1
1413903776.38206,0.608329394545513,0.686234698036051,turning_1
1413903776.38206,0.654012519619024,0.757916595604097,turning_1
1413903776.38207,0.719933995879258,0.833112067327276,turning_1
1413903776.38207,0.785855472139492,0.908307539050456,turning_1
1413903776.38208,0.851776948399726,0.983503010773635,turning_1
1413903776.38208,0.91769842465996,1.05869848249681,turning_1
1413903776.38208,0.942220661671265,1.08667056814146,turning_1
1413903776.38209,1.0240820257567,1.14410502704961,turning_1
1413903776.38209,1.10594338984213,1.20153948595777,turning_1
1413903776.3821,1.18780475392756,1.25897394486592,turning_1
1413903776.3821,1.26966611801299,1.31640840377407,turning_1
1413903776.3821,1.29226828448851,1.33226622896641,turning_1
1413903776.38211,1.38770224932766,1.36213859671791,turning_1
1413903776.38211,1.4831362141668,1.39201096446941,turning_1
1413903776.38212,1.57857017900595,1.4218833322209,turning_1
1413903776.38212,1.67400414384509,1.4517556999724,turning_1
1413903776.38212,1.67475766334531,1.45199156370976,turning_1
1413903776.38213,1.73551782021933,1.53141576239407,turning_1
1413903776.38213,1.79627797709335,1.61083996107837,turning_1
1413903776.38214,1.85703813396738,1.69026415976268,turning_1
1413903776.38214,1.9177982908414,1.76968835844698,line
1413903776.38214,1.97855844771543,1.84911255713129,line
1413903776.38215,2.03931860458945,1.9285367558156,line
1413903776.38215,2.10007876146347,2.0079609544999,line
1413903776.38215,2.13920331153393,2.0591036143958,line
1413903776.38216,2.20075438225379,2.13791646673118,line
1413903776.38216,2.26230545297365,2.21672931906656,line
1413903776.38217,2.32385652369351,2.29554217140194,line
1413903776.38217,2.38540759441337,2.37435502373733,line
1413903776.38218,2.44695866513323,2.45316787607271,line
1413903776.38218,2.50850973585309,2.53198072840809,line
1413903776.38218,2.57006080657295,2.61079358074347,line
1413903776.38219,2.63161187729281,2.68960643307885,line
1413903776.38219,2.69316294801267,2.76841928541423,line
1413903776.38219,2.75471401873254,2.84723213774962,line
1413903776.3822,2.8162650894524,2.926044990085,line
1413903776.3822,2.87781616017226,3.00485784242038,line
1413903776.38221,2.93936723089212,3.08367069475576,line
1413903776.38221,3.00091830161198,3.16248354709114,line
1413903776.38222,3.00164062589395,3.16340844468118,line
1413903776.38222,3.06607670378579,3.23988060867512,line
1413903776.38223,3.13051278167764,3.31635277266906,line
1413903776.38223,3.19494885956948,3.392824936663,line
1413903776.38223,3.25938493746133,3.46929710065694,line
1413903776.38224,3.32382101535317,3.54576926465088,line
1413903776.38224,3.38825709324502,3.62224142864482,line
1413903776.38225,3.45269317113686,3.69871359263876,line
1413903776.38225,3.51712924902871,3.7751857566327,line
1413903776.38226,3.58156532692055,3.85165792062664,line
1413903776.38226,3.6460014048124,3.92813008462058,line
1413903776.38226,3.71043748270424,4.00460224861452,line
1413903776.38227,3.77487356059609,4.08107441260846,line
1413903776.38227,3.83930963848793,4.1575465766024,line
1413903776.38228,3.90374571637978,4.23401874059634,line
1413903776.38228,3.96818179427162,4.31049090459028,line
1413903776.38228,4.03261787216347,4.38696306858422,line
1413903776.38229,4.09705395005531,4.46343523257816,line
1413903776.38229,4.16149002794716,4.5399073965721,line
1413903776.3823,4.16577772393342,4.54499599602361,line
1413903776.3823,4.22381162018234,4.62643349897016,line
1413903776.3823,4.28184551643127,4.70787100191671,line
1413903776.38231,4.33987941268019,4.78930850486326,line
1413903776.38231,4.39791330892911,4.87074600780981,line
1413903776.38232,4.45594720517804,4.95218351075635,line
1413903776.38232,4.51398110142696,5.0336210137029,line
1413903776.38232,4.57201499767588,5.11505851664945,line
1413903776.38233,4.63004889392481,5.196496019596,line
1413903776.38233,4.68808279017373,5.27793352254255,line
1413903776.38233,4.74611668642265,5.3593710254891,line
1413903776.38234,4.78951603201326,5.42027223259147,line
1413903776.38234,4.84824107462372,5.50121276242912,line
