x,y,difficulty
-0.33127927963193804,0.030416785218926125,line
-0.3636756678411484,0.06882776094605064,line
-0.39607205605035867,0.10723873667317516,line
-0.428468444259569,0.14564971240029967,line
-0.4608648324687792,0.18406068812742413,line
-0.4932612206779896,0.2224716638545487,line
-0.5256576088871998,0.26088263958167324,line
-0.5580539970964101,0.2992936153087977,line
-0.5904503853056204,0.3377045910359222,line
-0.6228467735148308,0.3761155667630468,line
-0.6552431617240411,0.4145265424901713,line
-0.6876395499332513,0.4529375182172958,line
-0.7200359381424617,0.4913484939444204,line
-0.752432326351672,0.5297594696715449,line
-0.7848287145608823,0.5681704453986693,line
-0.8172251027700925,0.6065814211257938,line
-0.8496214909793028,0.6449923968529183,line
-0.8820178791885132,0.6834033725800428,line
-0.9144142673977236,0.7218143483071674,line
-0.9468106556069338,0.7602253240342919,line
-0.979207043816144,0.7986362997614164,line
-1.0116034320253544,0.8370472754885409,line
-1.0439998202345646,0.8754582512156653,line
-1.076396208443775,0.91386922694279,line
-1.1087925966529857,0.9522802026699144,line
-1.1411889848621957,0.990691178397039,line
-1.173585373071406,1.0291021541241636,line
-1.2059817612806163,1.067513129851288,turning_1
-1.2383781494898265,1.1059241055784126,turning_1
-1.2707745376990367,1.144335081305537,turning_1
-1.3031709259082471,1.1827460570326616,turning_1
-1.3533792609039834,1.1862520627466593,turning_1
-1.4035875958997197,1.1897580684606572,turning_1
-1.453795930895456,1.1932640741746552,turning_1
-1.5040042658911918,1.196770079888653,line
-1.5542126008869284,1.2002760856026506,line
-1.6044209358826649,1.2037820913166486,line
-1.6546292708784007,1.2072880970306463,line
-1.7048376058741372,1.2107941027446445,line
-1.7550459408698735,1.214300108458642,line
-1.8052542758656096,1.21780611417264,line
-1.855462610861346,1.2213121198866377,line
-1.9056709458570824,1.2248181256006354,line
-1.9558792808528185,1.2283241313146334,line
-2.0060876158485548,1.2318301370286309,line
-2.0562959508442917,1.2353361427426293,line
-2.106504285840028,1.2388421484566268,line
-2.1567126208357634,1.2423481541706247,line
-2.2069209558314995,1.2458541598846224,line
-2.257129290827236,1.2493601655986204,line
-2.3073376258229725,1.252866171312618,line
-2.3575459608187086,1.256372177026616,line
-2.4077542958144447,1.2598781827406138,line
-2.457962630810181,1.2633841884546118,line
-2.5081709658059177,1.2668901941686097,line
-2.5583793008016533,1.2703961998826072,line
-2.60858763579739,1.2739022055966052,line
-2.6587959707931264,1.2774082113106031,line
-2.7090043057888624,1.2809142170246008,line
-2.7592126407845985,1.2844202227385986,line
-2.809420975780335,1.2879262284525963,turning_1
-2.8596293107760715,1.2914322341665945,turning_2
-2.9098376457718067,1.2949382398805922,turning_2
-2.960045980767544,1.2984442455945902,turning_2
-2.9280031614300466,1.2597532990440468,turning_2
-2.8959603420925486,1.2210623524935036,turning_2
-2.863917522755052,1.1823714059429606,turning_1
-2.8318747034175544,1.1436804593924177,line
-2.7998318840800573,1.1049895128418743,line
-2.76778906474256,1.0662985662913311,line
-2.7357462454050627,1.0276076197407882,line
-2.703703426067565,0.988916673190245,line
-2.671660606730068,0.9502257266397018,line
-2.6396177873925706,0.9115347800891588,line
-2.6075749680550735,0.8728438335386155,line
-2.5755321487175764,0.8341528869880726,line
-2.5434893293800798,0.7954619404375293,line
-2.5114465100425822,0.7567709938869862,line
-2.4794036907050843,0.718080047336443,line
-2.4473608713675867,0.6793891007859001,line
-2.4153180520300896,0.6406981542353568,line
-2.3832752326925934,0.6020072076848137,line
-2.3512324133550955,0.5633162611342706,line
-2.319189594017598,0.5246253145837275,line
-2.2871467746801004,0.4859343680331842,line
-2.255103955342604,0.4472434214826412,line
-2.2230611360051062,0.4085524749320981,line
-2.1910183166676087,0.3698615283815551,line
-2.158975497330112,0.3311705818310118,line
-2.126932677992614,0.2924796352804686,line
-2.094889858655117,0.2537886887299257,line
-2.06284703931762,0.2150977421793825,line
-2.0308042199801224,0.17640679562883932,line
-1.998761400642625,0.13771584907829615,line
-1.966718581305128,0.0990249025277532,line
-1.9346757619676307,0.06033395597721002,line
-1.9026329426301327,0.02164300942666686,line
-1.870590123292636,-0.01704793712387631,line
-1.8385473039551388,-0.05573888367441926,line
-1.8065044846176408,-0.09442983022496244,line
-1.7744616652801442,-0.1331207767755056,line
-1.7424188459426468,-0.17181172332604874,line
-1.7103760266051495,-0.21050266987659194,line
-1.6783332072676524,-0.2491936164271349,line
-1.6462903879301551,-0.2878845629776783,line
-1.6142475685926576,-0.32657550952822145,line
-1.5822047492551603,-0.3652664560787644,line
-1.550161929917663,-0.4039574026293076,line
-1.518119110580166,-0.4426483491798505,line
-1.4860762912426686,-0.4813392957303937,line
-1.4540334719051713,-0.5200302422809371,line
-1.4219906525676742,-0.5587211888314798,line
-1.389947833230177,-0.5974121353820232,line
-1.3579050138926794,-0.6361030819325664,line
-1.3258621945551825,-0.6747940284831093,line
-1.2938193752176848,-0.7134849750336527,line
-1.2617765558801877,-0.7521759215841954,line
-1.2297337365426904,-0.7908668681347386,line
-1.1976909172051928,-0.8295578146852818,line
-1.1656480978676955,-0.868248761235825,line
-1.1336052785301984,-0.906939707786368,line
-1.1015624591927011,-0.9456306543369112,line
-1.069519639855204,-0.9843216008874544,line
-1.0374768205177065,-1.0230125474379976,line
-1.0054340011802092,-1.0617034939885408,line
-0.973391181842712,-1.1003944405390835,line
-0.9413483625052148,-1.1390853870896271,line
-0.9093055431677176,-1.1777763336401699,line
-0.8772627238302202,-1.216467280190713,line
-0.8452199044927227,-1.2551582267412562,line
-0.8131770851552256,-1.2938491732917994,line
-0.7811342658177285,-1.3325401198423426,line
-0.749091446480231,-1.3712310663928855,line
-0.7170486271427339,-1.4099220129434284,line
-0.6850058078052363,-1.448612959493972,line
-0.6529629884677393,-1.4873039060445148,line
-0.6209201691302417,-1.5259948525950582,turning_1
-0.5888773497927446,-1.5646857991456011,turning_1
-0.5568345304552476,-1.6033767456961443,turning_2
-0.52479171111775,-1.6420676922466877,turning_2
-0.4908381044066812,-1.703629737363846,turning_2
-0.5410495904718601,-1.7025892298258098,turning_2
-0.5912610765370386,-1.7015487222877734,turning_2
-0.6414725626022174,-1.7005082147497372,turning_1
-0.6916840486673961,-1.699467707211701,turning_1
-0.7418955347325749,-1.6984271996736646,line
-0.7921070207977536,-1.6973866921356284,line
-0.8423185068629324,-1.6963461845975922,line
-0.8925299929281111,-1.6953056770595558,line
-0.9427414789932901,-1.6942651695215196,line
-0.9927896939717472,-1.6827083259531883,line
-1.0428379089502042,-1.6711514823848561,line
-1.0928861239286616,-1.6595946388165244,line
-1.1429343389071187,-1.6480377952481928,line
-1.192982553885576,-1.6364809516798609,line
-1.2430307688640332,-1.624924108111529,line
-1.2930789838424903,-1.6133672645431976,line
-1.3431271988209477,-1.6018104209748658,line
-1.3931754137994048,-1.5902535774065345,line
-1.443223628777862,-1.5786967338382023,line
-1.4932718437563195,-1.5671398902698708,line
-1.5433200587347766,-1.5555830467015392,line
-1.5941130434221729,-1.5407415407894758,line
-1.6449060281095695,-1.5259000348774132,line
-1.6956990127969658,-1.5110585289653502,line
-1.7464919974843625,-1.4962170230532867,line
-1.797284982171759,-1.4813755171412235,line
-1.848077966859156,-1.4665340112291607,line
-1.8988709515465518,-1.4516925053170977,line
-1.9496639362339483,-1.4368509994050347,line
-2.0004569209213448,-1.4220094934929717,line
-2.051249905608741,-1.4071679875809084,line
-2.1020428902961377,-1.3923264816688454,line
-2.152835874983534,-1.3774849757567824,line
-2.2036288596709306,-1.3626434698447194,turning_1
-2.2544218443583266,-1.3478019639326564,turning_1
-2.3002457629867905,-1.3192063307736503,turning_1
-2.346069681615254,-1.2906106976146443,line
-2.391893600243717,-1.2620150644556385,line
-2.4377175188721814,-1.2334194312966322,line
-2.4835414375006444,-1.2048237981376262,line
-2.529365356129108,-1.1762281649786201,turning_1
-2.575189274757572,-1.147632531819614,turning_1
-2.6210131933860352,-1.1190368986606078,turning_1
-2.6440641701645564,-1.0720961626589736,turning_1
-2.6671151469430794,-1.0251554266573388,turning_1
-2.6901661237216015,-0.9782146906557042,turning_1
-2.7132171005001235,-0.9312739546540696,line
-2.7362680772786456,-0.8843332186524351,line
-2.7593190540571677,-0.8373924826508004,line
-2.78237003083569,-0.7904517466491657,line
-2.805421007614212,-0.7435110106475311,line
