time,x,y,difficulty
1411068404.76798,2.86269061026801,2.91106784272192,line
1411068404.768,2.92569825793069,2.98872115131862,line
1411068404.76802,2.98870590559337,3.06637445991533,line
1411068404.76805,3.05171355325606,3.14402776851203,line
1411068404.76807,3.11472120091874,3.22168107710874,line
1411068404.76809,3.13648271930205,3.24850089922935,line
1411068404.76811,3.19935586006234,3.32626315338223,line
1411068404.76814,3.26222900082263,3.40402540753511,line
1411068404.76816,3.32510214158292,3.48178766168799,line
1411068404.76818,3.38797528234321,3.55954991584087,line
1411068404.7682,3.45084842310349,3.63731216999374,line
1411068404.76822,3.51372156386378,3.71507442414662,line
1411068404.76825,3.57659470462407,3.7928366782995,line
1411068404.76828,3.63946784538436,3.87059893245238,line
1411068404.76831,3.70234098614465,3.94836118660526,line
1411068404.76833,3.76521412690494,4.02612344075814,line
1411068404.76835,3.82808726766523,4.10388569491102,line
1411068404.76837,3.89096040842552,4.18164794906389,line
1411068404.76839,3.95383354918581,4.25941020321677,line
1411068404.76841,4.0167066899461,4.33717245736965,line
1411068404.76843,4.07957983070639,4.41493471152253,line
1411068404.76845,4.14245297146668,4.49269696567541,line
1411068404.76848,4.1765438277164,4.53486094533227,line
1411068404.7685,4.23860652484166,4.61327154171782,turning_1
1411068404.76852,4.27938045984813,4.66478571543138,turning_1
1411068404.76854,4.25294957492632,4.76122952457562,turning_1
1411068404.76856,4.22651869000452,4.85767333371986,turning_1
1411068404.76859,4.20008780508272,4.9541171428641,turning_1
1411068404.76861,4.17365692016091,5.05056095200834,turning_1
1411068404.76863,4.14722603523911,5.14700476115258,turning_1
1411068404.76865,4.13247658882915,5.20082410162316,turning_1
1411068404.76867,4.13096512002163,5.30081267828092,turning_1
1411068404.7687,4.12945365121411,5.40080125493868,turning_1
1411068404.76872,4.1279421824066,5.50078983159643,turning_1
1411068404.76874,4.12698774477841,5.56392898437055,turning_1
1411068404.76876,4.18052709848954,5.6483892567132,turning_1
1411068404.76878,4.23406645220066,5.73284952905586,turning_1
1411068404.76881,4.28006354046471,5.80541160409905,turning_1
1411068404.76883,4.37462116854273,5.83795165591613,turning_1
1411068404.76885,4.46917879662076,5.87049170773322,turning_1
1411068404.76887,4.50248591914461,5.88195366500556,turning_1
1411068404.7689,4.60208225639889,5.87297760765653,turning_1
1411068404.76892,4.70167859365316,5.86400155030751,turning_1
1411068404.76894,4.80127493090743,5.85502549295848,turning_1
1411068404.76896,4.82070079238484,5.85327474939218,turning_1
1411068404.76899,4.89641968861852,5.78795516003988,turning_1
1411068404.76901,4.9721385848522,5.72263557068757,turning_1
1411068404.76903,5.04785748108588,5.65731598133527,turning_1
1411068404.76905,5.12357637731955,5.59199639198296,turning_1
1411068404.76908,5.19929527355323,5.52667680263066,turning_1
1411068404.7691,5.20509220854874,5.52167602432771,turning_1
1411068404.76913,5.22618955875131,5.42392684625223,turning_1
1411068404.76915,5.24728690895388,5.32617766817676,turning_1
1411068404.76918,5.26471106678176,5.24544728782194,turning_1
1411068404.7692,5.23129380024419,5.1511961005766,turning_1
1411068404.76922,5.20645861030643,5.08115009204189,turning_1
1411068404.76925,5.14781692758821,5.00014914730681,turning_1
1411068404.76927,5.08917524486998,4.91914820257173,turning_1
1411068404.76929,5.03318131275042,4.8418045590936,turning_1
1411068404.76931,4.94315626818593,4.79826731812495,turning_1
1411068404.76933,4.85313122362144,4.75473007715631,turning_1
1411068404.76936,4.76310617905695,4.71119283618767,turning_1
1411068404.76938,4.71894689599427,4.68983685289432,turning_1
1411068404.7694,4.62079770659675,4.67068648421356,turning_1
1411068404.76942,4.52264851719923,4.65153611553281,turning_1
1411068404.76944,4.4244993278017,4.63238574685205,turning_1
1411068404.76946,4.32635013840418,4.6132353781713,turning_1
