time,x,y,difficulty
1411068404.76636,0.361429235868226,0.009378206218897,turning_1
1411068404.76646,0.381240535855743,0.107396124952181,turning_1
1411068404.7665,0.40105183584326,0.205414043685464,turning_1
1411068404.76654,0.420863135830777,0.303431962418748,turning_1
1411068404.76657,0.422941587973311,0.313715263026291,turning_1
1411068404.76662,0.47420837096651,0.399573966496168,turning_1
1411068404.76667,0.525475153959709,0.485432669966045,turning_1
1411068404.76672,0.576741936952907,0.571291373435922,turning_1
1411068404.76678,0.628008719946106,0.657150076905799,turning_1
1411068404.76681,0.64818246394506,0.690935920345851,turning_1
1411068404.76684,0.710895149846042,0.768827633814517,turning_1
1411068404.76687,0.773607835747024,0.846719347283182,turning_1
1411068404.7669,0.836320521648007,0.924611060751848,turning_1
1411068404.76693,0.899033207548989,1.00250277422051,turning_1
1411068404.76699,0.956803280056932,1.07425556028293,turning_1
1411068404.76704,1.0404184920646,1.12910532163986,turning_1
1411068404.76708,1.12403370407227,1.18395508299679,turning_1
1411068404.76713,1.20764891607994,1.23880484435373,turning_1
1411068404.76718,1.29126412808761,1.29365460571066,turning_1
1411068404.76724,1.29273533926252,1.29461968825858,turning_1
1411068404.76729,1.38438650651858,1.33462048250821,turning_1
1411068404.76734,1.47603767377464,1.37462127675784,turning_1
1411068404.7674,1.5676888410307,1.41462207100747,turning_1
1411068404.76748,1.65934000828677,1.45462286525711,turning_1
1411068404.76753,1.6799010678593,1.46359665946114,turning_1
1411068404.76757,1.74355834753233,1.54071832142864,turning_1
1411068404.76759,1.80721562720536,1.61783998339614,turning_1
1411068404.76761,1.87087290687839,1.69496164536364,turning_1
1411068404.76763,1.93453018655143,1.77208330733115,line
1411068404.76766,1.99818746622446,1.84920496929865,line
1411068404.76768,2.06184474589749,1.92632663126615,line
1411068404.7677,2.12550202557052,2.00344829323365,line
1411068404.76772,2.16960648597848,2.05688144815816,line
1411068404.76775,2.23261413364117,2.13453475675487,line
1411068404.76777,2.29562178130385,2.21218806535157,line
1411068404.76779,2.35862942896653,2.28984137394828,line
1411068404.76782,2.42163707662922,2.36749468254498,line
1411068404.76784,2.4846447242919,2.44514799114169,line
1411068404.76786,2.54765237195459,2.52280129973839,line
1411068404.76789,2.61066001961727,2.6004546083351,line
1411068404.76791,2.67366766727995,2.6781079169318,line
1411068404.76793,2.73667531494264,2.75576122552851,line
1411068404.76795,2.79968296260532,2.83341453412521,line
